case,earthquake,site,liquefied_raw,data_class,crit_depth_m,water_depth_ft,sigma_v_psf,sigma_eff_psf,rd,amax_g,Mw,CSR_cetin,FC,N1_60,N1_60cs,sigma_eff_kpa,sigma_v_kpa,y,CSR_mine,CRR_BI2014,FS_BI2014,pred_liq,score_liq
1.0,1944 Tohnankai M=8.0,Ienaga,Yes,B,4.2672,8.0,1460.0,1085.6,0.874484167935057,0.2,8.1,0.15288973385600024,72.5,2.190479236214506,5.418124658496085,51.978809061839996,69.905177994,1.0,0.15288973385600024,0.09107870619307107,0.5957149894632813,1,1.6786550912559135
2.0,1944 Tohnankai M=8.0,Komei,Yes,B,3.4753600000000002,6.430446194225722,1214.7847769028872,904.5535958005249,0.9690444150990508,0.2,8.1,0.16918118857647993,9.666666666666666,8.892251935138628,9.891872291568328,43.310260355855085,58.16420962588898,1.0,0.16918118857647993,0.12207319556556104,0.7215530083025555,1,1.3858995645413321
3.0,1944 Tohnankai M=8.0,Meiko,Yes,B,1.9938399999999998,1.6404199475065615,703.1574803149605,397.331968503937,0.9220490888785406,0.2,8.1,0.2121272626149009,19.333333333333332,3.6269586357587875,5.456221823632948,19.024357521215148,33.667362204951964,1.0,0.2121272626149009,0.09551467926036264,0.4502706445317284,1,2.220886509357007
4.0,1948 Fukui M=7.3,Shonenji Temple,Yes,B,2.57556,3.9370078740157477,912.6948818897637,631.0841732283463,0.9743562742374702,0.4,7.0,0.36637806145885643,0.0,6.537410537309423,7.03479508085142,30.216473601865673,43.70006724158681,1.0,0.3663780614588565,0.11089672546074313,0.3026838589056638,1,3.3037770947398477
5.0,1948 Fukui M=7.3,Takaya 45,Yes,B,7.97052,12.3,3084.25,2220.0099999999998,0.8544959868556613,0.35,7.0,0.27007604866511997,3.2857142857142856,20.561808436436927,21.176282068034162,106.29465356058898,147.674688512325,1.0,0.27007604866511997,0.24059986815165232,0.8908597017056609,1,1.1225112080896427
6.0,1964 Niigata M=7.5,Arayamotomachi,Yes,A,3.2500000000000004,3.280839895013123,1177.0013123359581,716.3713910761155,0.940558934948765,0.09,7.6,0.09040253170553178,5.0,7.888457144880974,8.397121517784523,34.30004767327756,56.35512756028544,1.0,0.09040253170553177,0.11666259884409193,1.2904793333011633,0,0.7749058618722
7.0,1964 Niigata M=7.5,Cc17-1,Yes,B,8.0,3.0,3089.6062992125985,1639.0110236220473,0.8016941279655067,0.16,7.6,0.15716770416976522,2.0,10.853943901678564,11.387366994527937,78.47627215097764,147.9311495053701,1.0,0.1571677041697652,0.13017316637508758,0.8282437353317867,1,1.207374058313172
8.0,1964 Niigata M=7.5,Cc17-2,Yes,A,5.25,3.0,2006.9291338582675,1119.3259842519683,0.9001044845383398,0.16,7.6,0.1678424137838135,2.0,11.083707067610794,11.619048443138768,53.59361791948157,96.0922865230866,1.0,0.1678424137838135,0.1367088307315799,0.8145070584343796,1,1.2277364445707435
11.0,1964 Niigata M=7.5,Rail Road-1,Yes,A,7.500000000000001,3.0,3030.7874015748034,1682.5543307086614,0.8537505244310134,0.16,7.6,0.15993764586141573,2.0,11.320052622890206,11.857367237179131,80.56113696764693,145.11488545825986,1.0,0.15993764586141576,0.133355170220083,0.8337947548361055,1,1.1993359207405478
13.0,1964 Niigata M=7.5,River Site,Yes,A,4.0,1.9685039370078738,1423.8845144356956,727.8215223097113,0.9296397141858016,0.16,7.6,0.1891463132865594,0.0,6.603520100568655,7.101456589978804,34.8482829211811,68.1759591948819,1.0,0.18914631328655945,0.10705343311497988,0.5659821291509519,1,1.7668402384014001
15.0,1964 Niigata M=7.5,Showa Br 2,Yes,A,3.7338,0.0,1470.0,705.6,0.8979485597718472,0.16,7.6,0.19455552128390025,10.0,6.796544514052575,7.795640597737666,33.784310679840004,70.383980583,1.0,0.19455552128390025,0.11233385138669583,0.5773871162606353,1,1.731940273410249
19.0,1968 Tokachioki M=7.9,Hachinohe-6,Yes,B,4.05384,2.0,1632.5,927.3800000000001,0.9878685685641325,0.225,8.3,0.2543258511440438,5.0,6.805431117233461,7.305053352939432,44.403194498682005,78.16452265425,1.0,0.2543258511440439,0.10330577630040572,0.406194556454648,1,2.4618744493481435
20.0,1968 Tokachioki M=7.9,Nanaehama1-2-3,Yes,B,2.9572000000000003,2.5044033465433726,1139.2079350385034,690.0716802407625,0.9656127949100839,0.2,8.3,0.20723120894893443,21.666923076923084,9.577822611602219,11.843180937646009,33.04081070948572,54.545570870577926,1.0,0.2072312089489344,0.13639511609734287,0.6581784509636921,1,1.519344789450064
21.0,1968 Tokachi-Oki M=7.9,Aomori Station,Yes,A,5.75,0.0,2263.779527559055,1086.6141732283463,0.8664183227425672,0.213,8.3,0.2499075349660593,3.0,14.419557405363278,14.982749650265152,52.02736793858267,108.39034987204725,1.0,0.24990753496605925,0.15476591707026682,0.6192927199705525,1,1.6147452856341509
22.0,1971 San Fernando Mw=6.6,Juvenile Hall,Yes,A,5.35,14.0,1966.2992125984251,1744.623622047244,0.8589616723711584,0.45,6.6,0.2831701774052015,65.25,3.7190412306252814,7.036019936142365,83.53303070667779,94.14691537407873,1.0,0.2831701774052015,0.1046647526840237,0.369617851862465,1,2.705497028785559
23.0,1971 San Fernando Mw=6.6,Van Norman,Yes,A,6.2484,16.30577427821522,2296.942257217848,2035.2225721784775,0.8999950622289808,0.45,6.6,0.29710103455476583,59.3,7.9148389110311195,11.477031342882576,97.44698367502944,109.97818995394094,1.0,0.29710103455476583,0.13870073779086234,0.4668470374016657,1,2.1420292298858916
24.0,1975 Haicheng Ms=7.3,Panjin Ch. F. P.,Yes,B,7.999999999999999,4.986876640419947,3099.7375328083986,1773.1233595800522,0.8568207984806632,0.13,7.0,0.1265705535762605,67.0,7.37419647203624,10.904792302435833,84.89760551833069,148.41623559291338,1.0,0.1265705535762605,0.1312418302650058,1.0369065043705508,0,0.964407104965597
25.0,1975 Haicheng Ms=7.3,Ying Kou G. F. P.,Yes,B,7.000000000000001,4.986876640419947,2706.036745406824,1584.1469816272966,0.885198241774157,0.2,7.0,0.1965722054890819,48.0,14.000303708501528,17.918147106659834,75.8493676159685,129.56573996299213,1.0,0.1965722054890819,0.20321636926773026,1.0338001181912637,0,0.9673049774356764
26.0,1975 Haicheng Ms=7.3,Ying Kou P. P.,Yes,B,7.499999999999999,4.986876640419947,2902.8871391076113,1678.6351706036744,0.8141611612047756,0.2,7.0,0.1830322280286801,20.0,11.43642797657762,13.589572884797642,80.3734865671496,138.99098777795274,1.0,0.1830322280286801,0.15537555180573825,0.8488972323573081,1,1.1779988930145215
27.0,1976 Guatemala M=7.5,Amatitlan B-1,Yes,C,9.144,5.0,2550.0,990.0,0.5722509058086783,0.135,7.5,0.12934171041516604,3.0,4.715117599516763,5.197287898583499,47.401456311,122.094660195,1.0,0.12934171041516607,0.09234737331213613,0.7139798369429007,1,1.4005997764331448
30.0,1976 Tangshan Ms=7.8,Coastal Region,Yes,B,4.5,3.608923884514436,1735.5643044619424,1039.5013123359581,0.9457323014169425,0.13,7.6,0.13342604071294042,12.0,12.196965612123444,13.504091826588725,49.771591961535435,83.09926823523622,1.0,0.13342604071294042,0.15331133298897046,1.1490360664962866,0,0.8702947010612672
31.0,1976 Tangshan Ms=7.8,Le Ting L8-14,Yes,B,4.75,3.27615298087739,1837.3172103487063,1069.3082114735657,0.9791073692285449,0.2,7.6,0.21870308684144232,12.0,12.65071315784303,13.966931336763585,51.19875400925028,87.97122371292181,1.0,0.21870308684144232,0.15690528384412927,0.7174351588273837,1,1.3938541869546177
33.0,1976 Tangshan Ms=7.8,Luan Nan-L2,Yes,B,3.5000000000000004,3.608923884514436,1381.233595800525,889.8950131233596,0.9767761828598537,0.22,7.6,0.2168000904612586,3.0,7.893940173275842,8.40265032374497,42.608403622165355,66.13382216830709,1.0,0.21680009046125862,0.11469369105400405,0.5290297195447868,1,1.8902529726694144
34.0,1976 Tangshan Ms=7.8,Qing Jia Ying,Yes,B,5.5,2.952755905511811,2211.2860892388453,1269.5538057742783,0.9726172666439874,0.35,7.6,0.38540487022135567,20.0,22.12261370525311,24.63263261284457,60.78656490795276,105.87695045472442,1.0,0.38540487022135567,0.2976229472234917,0.7722345258702964,1,1.294943396726552
36.0,1976 Tangshan Ms=7.8,Yao Yuan Village,Yes,B,4.25,3.280839895013123,1693.7335958005249,1028.3792650918633,0.9712763943301812,0.2,7.6,0.20795912271330133,20.0,11.116818788897223,13.259290084292298,49.23906545999015,81.09640307455709,1.0,0.2079591227133013,0.15136691752839856,0.727868609722294,1,1.373874332046732
37.0,1977 Argentina M=7.4,San Juan B-1,Yes,B,8.2296,15.0,3150.0,2401.2,0.8558704494718182,0.2,7.5,0.14595991548338733,20.0,6.240905875981195,8.220542032066477,114.97007767068,150.822815535,1.0,0.14595991548338733,0.10487543330380421,0.7185221569667241,1,1.3917455297712018
38.0,1977 Argentina M=7.4,San Juan B-3,Yes,B,11.6586,22.0,4370.0,3356.0,0.7064555652909247,0.2,7.5,0.11958802343318664,20.0,8.397496030489789,10.449153296163248,160.6861488684,209.236731393,1.0,0.11958802343318661,0.115968131910377,0.9697303173103111,1,1.0312145368143655
41.0,1977 Argentina M=7.4,San Juan B-6,Yes,B,4.572,6.0,1740.0,1178.4,0.9595931434477855,0.2,7.5,0.18419888751518082,50.0,5.273163082389965,8.680968858103636,56.42209708776,83.311650486,1.0,0.1841988875151808,0.11468436051085965,0.622611580655762,1,1.6061378089799676
47.0,1978 Miyagiken-Oki M=6.7,Nakamura 4,Yes,B,4.0,1.6404199475065615,1558.3989501312335,841.8635170603675,0.9818908438227922,0.12,6.5,0.14177340515835718,5.0,7.874175542291839,8.382720678716563,40.30864315531496,74.61654520177164,1.0,0.14177340515835715,0.12267044233721575,0.8652570783652694,1,1.1557258819417005
57.0,1978 Miyagiken-Oki M=7.4,Arahama,Yes,B,4.999999999999999,3.0,1938.5039370078737,1102.0818897637794,0.9447937070353772,0.2,7.7,0.21603950115568774,0.0,12.400043739662419,12.946375152810031,52.76796621089102,92.81607038260628,1.0,0.21603950115568774,0.14649053266447437,0.6780729074119957,1,1.4747676674130887
58.0,1978 Miyagiken-Oki M=7.4,Hiyori-18,Yes,B,3.2499999999999996,8.0,1199.527559055118,1033.3732283464567,0.9794899145461078,0.24,7.7,0.17736894840827708,20.0,12.188204711900912,14.366455825176802,49.478177713557166,57.43369008524409,1.0,0.17736894840827705,0.15944791476266698,0.8989618317837769,1,1.1123942804287217
59.0,1978 Miyagiken-Oki M=7.4,Ishinomaki-2,Yes,B,3.7,4.593175853018372,1410.761154855643,939.8950131233596,0.925988696041172,0.2,7.7,0.18068545137078165,10.0,5.736617195880821,6.718014705412181,45.002416567165355,67.54760934055119,1.0,0.18068545137078162,0.10190398446283898,0.5639855543970913,1,1.7730950592679884
61.0,1978 Miyagiken-Oki M=7.4,Kitawabuchi-2,Yes,B,3.5000000000000004,9.84251968503937,1181.1023622047244,1078.740157480315,0.8885348055753586,0.28,7.7,0.17705839556355685,5.0,13.488875965016673,14.04429799105397,51.650358025984254,56.55148688976378,1.0,0.17705839556355688,0.15598227610889054,0.8809651505788053,1,1.1351186813042347
56.0,1978 Miyagiken-Oki M=7.4,Nakajima-18,Yes,B,4.2672,8.0,1630.0,1255.6,0.9709791839292952,0.24,7.7,0.1966395244421322,3.0,12.197522800033601,12.742163374665095,60.11845307484,78.044822007,1.0,0.1966395244421322,0.1430223344419182,0.7273325891510043,1,1.3748868329511716
65.0,1978 Miyagiken-Oki M=7.4,Nakamura 4,Yes,B,4.0,1.6404199475065615,1558.3989501312335,841.8635170603675,0.9838617705601507,0.32,7.7,0.37882128967787565,5.0,7.874175542291839,8.382720678716563,40.30864315531496,74.61654520177164,1.0,0.3788212896778756,0.11446790578672715,0.3021686185696243,1,3.309410503094929
66.0,1978 Miyagiken-Oki M=7.4,Nakamura 5,Yes,B,3.3716000000000004,4.2650918635170605,1284.750656167979,860.6435695538058,0.9724355203525744,0.32,7.7,0.3019393174439911,4.0,9.601467109488723,10.124433328077778,41.20783693085638,61.51419403926772,1.0,0.30193931744399105,0.12724179082538273,0.4214151105014196,1,2.3729571509909855
67.0,1978 Miyagiken-Oki M=7.4,Oiiri-1,Yes,B,5.9436,14.0,2200.0,1856.8,0.8504618930743656,0.24,7.7,0.15719437834075953,5.0,9.271065739857562,9.79127345178269,88.90406472552,105.33656958,1.0,0.1571943783407595,0.11658802652614049,0.7416806361446702,1,1.3482892113755316
68.0,1978 Miyagiken-Oki M=7.4,Shiomi-6,Yes,B,4.5,8.0,1691.6535433070867,1269.5937007874015,0.9486364435422482,0.24,7.7,0.19718372515961577,10.0,9.307071323712861,10.34808796567014,60.788475091509916,80.99680962264567,1.0,0.1971837251596158,0.12464085981797857,0.6321052090738453,1,1.5820151228704329
69.0,1978 Miyagiken-Oki M=7.4,Yuriage Br-1,Yes,B,3.48996,5.577427821522309,1233.0885826771653,866.6400787401574,0.9712601053244304,0.24,7.7,0.21558356815729093,10.0,3.997713689219127,4.950075139266787,41.49495134319512,59.04060058521673,1.0,0.21558356815729093,0.09096356202092588,0.4219410727748897,1,2.369999188331
70.0,1978 Miyagiken-Oki M=7.4,Yuriage Br-2,Yes,B,2.4384,4.2650918635170605,893.3727034120734,660.3144356955381,0.9960366608282186,0.24,7.7,0.21022376452714867,7.0,18.69483437963232,19.533275264596224,31.616026136509767,42.77491633356299,1.0,0.21022376452714867,0.21358496868080012,1.0159886973825807,0,0.9842629180582706
71.0,1978 Miyagiken-Oki M=7.4,Yuriage Br-3,Yes,B,2.9999999999999996,0.8530183727034121,1172.5721784776902,611.6272965879265,0.9852484011544471,0.24,7.7,0.2946612746069471,12.0,11.180542577188449,12.467302219553615,29.284873310937005,56.14305948444881,1.0,0.2946612746069471,0.14717271637746732,0.49946405944854183,1,2.002146062529704
73.0,1978 Miyagiken-Oki M=7.4,Yuriagekami-1,Yes,B,3.6500000000000004,5.971128608923884,1257.5459317585303,882.9002624671916,0.9776994144878045,0.24,7.7,0.21724118550699115,60.0,2.7049066079602393,5.962616552500186,42.27349314980709,60.21162479124016,1.0,0.21724118550699115,0.0973507887302577,0.44812307805752055,1,2.2315297938564127
74.0,1978 Miyagiken-Oki M=7.4,Yuriagekami-2,Yes,B,3.7500000000000004,2.7887139107611545,1420.6036745406825,826.9028871391076,0.9685874500126473,0.24,7.7,0.2595863556318613,0.0,12.282401062974957,12.827750282531886,39.59232432137795,68.01887173129921,1.0,0.2595863556318612,0.14953647825429126,0.576056772669362,1,1.7359400105065128
77.0,1979 Imperial Valley ML=6.6,Heber Road A2,Yes,A,3.22,5.905511811023622,1103.0183727034118,812.3097112860892,0.78,0.47,6.53,0.32356900869171856,20.857142857142858,3.5008457200782694,5.4698951432307865,38.8935992833622,52.812805256496056,1.0,0.3235690086917186,0.09962798349643721,0.3079033554519373,1,3.247772336005272
80.0,1979 Imperial Valley ML=6.6,McKim Ranch A,Yes,B,2.7432000000000003,5.0,1030.0,780.4,0.9401700544245384,0.51,6.53,0.41134849337901913,19.75,7.948480628063765,9.959684378161528,37.365754045559996,49.316666667,1.0,0.41134849337901913,0.137493105292446,0.33424968732232346,1,2.991775423968252
81.0,1979 Imperial Valley ML=6.6,Radio Tower B1,Yes,B,4.25,6.561679790026246,1505.0853018372704,1044.4553805774278,0.97,0.18,6.53,0.16354181718234648,43.5,6.184651436915766,9.645727049010592,50.00879403154528,72.06387391855316,1.0,0.16354181718234645,0.13126754261148313,0.8026542989009469,1,1.245866372819872
83.0,1979 Imperial Valley ML=6.6,River Park A,Yes,B,1.0524,1.0,369.8031496062992,216.7511811023622,0.99,0.16,6.53,0.17566193683384557,91.0,3.9806130189093385,7.312878684807904,10.37810266806189,17.70627054518504,1.0,0.17566193683384554,0.11595409009014707,0.6600979824093894,1,1.5149266118795757
86.0,1981 WestMorland ML=5.6,Kornbloom B,Yes,A,4.038600000000001,9.0,1410.0,1144.8,0.9,0.19,5.9,0.1368985849056604,83.0,7.094447335107455,10.60869387187321,54.81332038872,67.511165049,1.0,0.1368985849056604,0.1465966590752534,1.0708413032631137,0,0.9338451897146263
87.0,1981 Westmorland ML=5.6,Radio Tower B1,Yes,B,4.25,6.561679790026246,1505.0853018372704,1044.4553805774278,0.89,0.17,5.9,0.1417175082456416,43.5,6.184651436915766,9.645727049010592,50.00879403154528,72.06387391855316,1.0,0.14171750824564164,0.13778070329144274,0.9722207580211251,1,1.0285729776387589
91.0,1981 WestMorland ML=5.6,Wildlife B,Yes,A,4.7244,3.0,1800.0,1020.0,0.89,0.23,5.9,0.23480294117647058,26.2,11.28066816319271,14.094473729768104,48.837864078,86.18446602,1.0,0.23480294117647063,0.19060828265775673,0.811779791610453,1,1.231861165225788
95.0,1983 Nihonkai-Chubu M=7.1,Takeda Elementary Sch.,Yes,B,4.5,1.148293963254593,1680.6102362204724,831.0039370078741,0.851127975745462,0.12,7.1,0.13426208628409256,0.0,13.78707816057445,14.344989863771872,39.788683650856306,80.46805322022638,1.0,0.13426208628409253,0.17263178198099552,1.2857820607354067,0,0.7777367802347834
97.0,1983 Nihonkai-Chubu M=7.7,Aomori Station,Yes,A,5.75,0.0,2263.779527559055,1086.6141732283463,0.8602197025567179,0.116,7.7,0.1351261782766178,3.0,14.419557405363278,14.982749650265152,52.02736793858267,108.39034987204725,1.0,0.13512617827661777,0.16406452584416878,1.2141579665511673,0,0.8236160594823704
98.0,1983 Nihonkai-Chubu M=7.7,Arayamotomachi,Yes,B,3.2500000000000004,3.280839895013123,1177.0013123359581,716.3713910761155,0.9386692650026346,0.2,7.7,0.20049089922857968,5.0,7.888457144880974,8.397121517784523,34.30004767327756,56.35512756028544,1.0,0.20049089922857968,0.11605990341114238,0.5788786616135752,1,1.7274777363749854
99.0,1983 Nihonkai-Chubu M=7.7,Gaiko 1&2,Yes,B,10.5,4.822834645669291,4085.6299212598424,2236.968503937008,0.6222495876068317,0.214,7.7,0.15808508734203955,5.5,6.863570135287515,7.413688534710296,107.1066311196496,195.62101839950788,1.0,0.15808508734203958,0.0994022495611444,0.6287895413314573,1,1.5903572408066893
100.0,1983 Nihonkai-Chubu M=7.7,Gaiko Wharf B-2,Yes,B,7.499999999999999,1.279527559055118,2939.9606299212596,1484.3700787401574,0.8182041760632718,0.22685898703820398,7.7,0.23896283400150026,1.0,11.205376421304777,11.741733608974616,71.07202367349213,140.766076116437,1.0,0.23896283400150026,0.13309857792539023,0.5569844301585184,1,1.7953823228333312
102.0,1983 Nihonkai-Chubu M=7.7,Nakajima No. 1 (5),Yes,B,7.500000000000001,5.774278215223097,2895.0131233595803,1719.8950131233598,0.7897739648876234,0.208,7.7,0.17973311619192678,14.6,8.674917063052973,10.179390101306396,82.34901850916536,138.61397786535434,1.0,0.17973311619192675,0.12008605310370794,0.6681353756503886,1,1.4967026690160832
103.0,1983 Nihonkai-Chubu M=7.7,Nakajima No. 2 (1),Yes,A,5.499999999999999,4.757217847769028,2231.791338582677,1402.6574803149606,0.9036585659109292,0.207,7.7,0.1934594850524299,2.0,6.576647331010124,7.074359460836085,67.15960330550196,106.85874710211613,1.0,0.19345948505242996,0.10108631317808246,0.5225192920920203,1,1.9138049353092423
104.0,1983 Nihonkai-Chubu M=7.7,Nakajima No. 2 (2),Yes,A,3.85,4.921259842519685,1515.748031496063,1034.6456692913387,0.9610129694924707,0.203,7.7,0.18576932880496438,8.0,9.047190917851271,9.876532663089424,49.53910251543307,72.57440817519685,1.0,0.18576932880496436,0.12338927887597867,0.6642069477761998,1,1.505554862604273
105.0,1983 Nihonkai-Chubu M=7.7,Nakajima No. 3 (3),Yes,A,2.4,5.183727034120735,814.3044619422571,646.4304461942257,0.9519692331090069,0.207,7.7,0.16135098689622776,3.0,5.404894632730788,5.8928238502453185,30.95125712462205,38.98910846122047,1.0,0.16135098689622776,0.0991166865863972,0.6142924099382404,1,1.6278892329152133
106.0,1983 Nihonkai-Chubu M=7.7,Nakajima No. 3 (4),Yes,A,6.499999999999999,5.413385826771654,2504.9212598425192,1512.0078740157478,0.8573993140843548,0.202,7.7,0.18650388536353135,2.0,10.824619029534324,11.35779729030168,72.39532846671258,119.936278445374,1.0,0.18650388536353135,0.13002008444105434,0.6971441060738257,1,1.4344236597391566
107.0,1983 Nihonkai-Chubu M=7.7,Noshiro Section N-7,Yes,B,3.5000000000000004,5.741469816272965,1320.5380577427823,962.270341207349,0.9505325744447883,0.25,7.7,0.2119698983882695,1.0,15.34123564259935,15.912122939014633,46.073753068799206,63.227704092027565,1.0,0.2119698983882695,0.17479527973444342,0.8246231236770583,1,1.2126751861394849
108.0,1983 Nihonkai-Chubu M=7.7,Ohama No. 2 (2),Yes,A,6.75,2.3622047244094486,2412.4015748031493,1177.9133858267717,0.7284981239518505,0.204,7.7,0.19783731439843716,1.1,7.280995125249622,7.78458782417341,56.39879787516142,115.5064119723425,1.0,0.19783731439843716,0.10726565956625671,0.5421912438127197,1,1.8443676680721421
110.0,1983 Nihonkai-Chubu M=7.7,Takeda Elementary Sch.,Yes,B,4.5,1.148293963254593,1680.6102362204724,831.0039370078741,0.8535469225017934,0.278,7.7,0.31192449199342237,0.0,13.78707816057445,14.344989863771872,39.788683650856306,80.46805322022638,1.0,0.3119244919934223,0.1625769325222883,0.5212060504877463,1,1.918626998025439
122.0,1987 Superstition Hills Mw=6.6,Wildlife B,Yes,A,4.7244,3.0,1800.0,1020.0,0.82,0.20453087786444374,6.54,0.19237933747367383,26.2,11.28066816319271,14.094473729768104,48.837864078,86.18446602,1.0,0.1923793374736738,0.1770128198072138,0.9201238663764353,1,1.0868101964772712
124.0,1989 Loma Prieta Mw=7,Farris Farm ,Yes,B,6.000000000000001,14.763779527559054,2066.929133858268,1759.8425196850394,0.95,0.37,6.93,0.26834312080536915,8.0,10.337004632954406,11.183576135961705,84.26171546574804,98.96510205708663,1.0,0.26834312080536915,0.13435553205799294,0.5006855836466246,1,1.9972614204641912
142.0,1989 Loma Prieta Mw=7,Marine Laboratory UC-B1,Yes,A,3.95,7.874015748031495,1501.8044619422571,1184.481627296588,0.99,0.24,6.93,0.19581450294989333,3.0,11.685456112721928,12.225821464853885,56.71328697725394,71.90678645497047,1.0,0.19581450294989333,0.14886985926869467,0.7602596182918522,1,1.3153401495226005
143.0,1989 Loma Prieta Mw=7,Marine Laboratory UC-B2,Yes,B,3.5052000000000003,8.202099737532809,1314.4685039370079,1108.6795275590553,0.99,0.26,6.93,0.19836546082698933,3.0,14.879462325064802,15.44649429613726,53.08386281665725,62.937092284399604,1.0,0.19836546082698933,0.1830670399360522,0.9228775976061673,1,1.083567314445468
144.0,1989 Loma Prieta Mw=7,Marine Laboratory_F1-F7,Yes,B,4.572,5.0,1850.0,1226.0,0.9904445231598377,0.25,6.93,0.24286491417204423,3.0,19.81750244126253,20.425761894480353,58.7011974114,88.578478965,1.0,0.24286491417204423,0.2502583090186507,1.030442416401774,0,0.9704569455631722
146.0,1989 Loma Prieta Mw=7,Miller Farm ,Yes,A,5.999999999999999,13.123359580052492,2263.7795275590547,1854.330708661417,0.9,0.42,6.93,0.2999522292993631,22.0,8.895341755030762,11.170453313391203,88.78583441692912,108.39034987204722,1.0,0.29995222929936305,0.13358105253864266,0.4453410893150055,1,2.2454698746485184
129.0,1989 Loma Prieta Mw=7,Miller Farm CMF3,Yes,A,6.624999999999999,18.700787401574804,2436.4337270341202,2247.063648293963,0.83,0.46,6.93,0.26908439309101256,27.333333333333332,10.681500088913221,13.589675828279272,107.58998924509349,116.6570776430856,1.0,0.2690843930910126,0.15177179177330097,0.5640304516730821,1,1.7729539194802384
